t,YA,YB,YC,YD,T
2.0066889632107025e-06,0.9996366254267948,0.00036337403416260853,5.390437728512324e-10,7.476435669844432e-18,409.8749327713662
2.1070234113712374e-06,0.9996363142699325,0.00036368519078518847,5.392835643682587e-10,7.47737774010647e-18,408.9414615847731
2.2073578595317727e-06,0.999636018976231,0.0003639804842604084,5.395098357193847e-10,7.478260541816623e-18,408.055579914621
2.307692307692308e-06,0.9996357380657405,0.0003642613945368208,5.397239156249324e-10,7.479090261699278e-18,407.2128479079443
2.408026755852843e-06,0.9996354702537575,0.000364529206316693,5.399269513492173e-10,7.479872206142218e-18,406.4094114516311
2.508361204013378e-06,0.9996352144181223,0.00036478504175909196,5.401199398818562e-10,7.480610957224824e-18,405.64190406299736
2.6086956521739132e-06,0.9996349695731429,0.0003650298865547073,5.40303752670274e-10,7.48131049567174e-18,404.907368665181
2.7090301003344486e-06,0.9996347348484297,0.00036526461109256253,5.404791556023086e-10,7.481974299607846e-18,404.2031940868991
2.8093645484949835e-06,0.9996345094716834,0.00036548998767108244,5.406468251771199e-10,7.482605423998366e-18,403.52706342915656
2.9096989966555184e-06,0.9996342927546354,0.00036570670455846754,5.408073616544223e-10,7.483206564869178e-18,402.8769118840507
3.0100334448160537e-06,0.9996340840813808,0.00036591537765922634,5.409612999192452e-10,7.483780112092102e-18,402.2508917351138
3.110367892976589e-06,0.9996338828985403,0.00036611656035189476,5.411091186078283e-10,7.484328193505645e-18,401.6473428441059
3.210702341137124e-06,0.9996336887071604,0.00036631075158964816,5.412512475879536e-10,7.484852710874068e-18,401.0647683491363
3.311036789297659e-06,0.9996335010559257,0.00036649840268755945,5.413880742008613e-10,7.485355369740252e-18,400.50181430285613
3.4113712374581942e-06,0.9996333195352972,0.00036667992318419463,5.415199486348612e-10,7.485837705025284e-18,399.95725208764117
3.5117056856187296e-06,0.9996331437725169,0.0003668556858374083,5.416471884883525e-10,7.486301102666448e-18,399.42996342818094
3.6120401337792645e-06,0.9996329734273312,0.0003670260309001663,5.417700826610499e-10,7.486746817985594e-18,398.91892756398903
3.7123745819397994e-06,0.9996328081883812,0.00036719126973129676,5.418888946266796e-10,7.48717599105974e-18,398.4232104171318
3.8127090301003347e-06,0.9996326477700627,0.0003673516879348201,5.420038652694926e-10,7.487589659991604e-18,397.9419551742233
3.91304347826087e-06,0.9996324919097666,0.0003675075481196091,5.421152153708348e-10,7.487988772503178e-18,397.47437400743064
4.013377926421405e-06,0.9996323403655013,0.0003676590922770329,5.422231477441037e-10,7.48837419584707e-18,397.01974094153115
4.11371237458194e-06,0.9996321929137577,0.00036780654391589684,5.423278491469901e-10,7.488746725656225e-18,396.57738544908176
