# x  u_exact  u_implicit  u_explicit1  u_explicit2
   4.15000000E-01   1.00000000E+00   1.00000000E+00   1.00000000E+00   1.00000000E+00
   4.20000000E-01   1.00000000E+00   1.00000000E+00   1.00000000E+00   1.00000000E+00
   4.25000000E-01   1.00000000E+00   1.00000000E+00   1.00000000E+00   1.00000000E+00
   4.30000000E-01   1.00000000E+00   1.00000000E+00   1.00000000E+00   1.00000000E+00
   4.35000000E-01   1.00000000E+00   1.00000000E+00   1.00000000E+00   1.00000000E+00
   4.40000000E-01   1.00000000E+00   1.00000000E+00   1.00000000E+00   1.00000000E+00
   4.45000000E-01   1.00000000E+00   1.00000000E+00   1.00000000E+00   1.00000000E+00
   4.50000000E-01   1.00000000E+00   1.00000000E+00   1.00000000E+00   1.00000000E+00
   4.55000000E-01   1.00000000E+00   1.00000000E+00   1.00000000E+00   1.00000000E+00
   4.60000000E-01   1.00000000E+00   1.00000000E+00   1.00000000E+00   1.00000000E+00
   4.65000000E-01   1.00000000E+00   1.00000000E+00   1.00000000E+00   1.00000000E+00
   4.70000000E-01   1.00000000E+00   1.00000000E+00   1.00000000E+00   1.00000000E+00
   4.75000000E-01   1.00000000E+00   1.00000000E+00   1.00000000E+00   1.00000000E+00
   4.80000000E-01   1.00000000E+00   1.00000000E+00   1.00000000E+00   1.00000000E+00
   4.85000000E-01   1.00000000E+00   1.00000000E+00   1.00000000E+00   1.00000000E+00
   4.90000000E-01   1.00000000E+00   1.00000000E+00   1.00000000E+00   1.00000000E+00
   4.95000000E-01   1.00000000E+00   1.00000000E+00   1.00000000E+00   1.00000000E+00
   5.00000000E-01   1.00000000E+00   1.00000000E+00   1.00000000E+00   1.00000000E+00
   5.05000000E-01   1.00000000E+00   1.00000000E+00   1.00000000E+00   1.00000000E+00
   5.10000000E-01   1.00000000E+00   1.00000000E+00   1.00000000E+00   1.00000000E+00
   5.15000000E-01   1.00000000E+00   1.00000000E+00   1.00000000E+00   1.00000000E+00
   5.20000000E-01   1.00000000E+00   1.00000000E+00   1.00000000E+00   1.00000000E+00
   5.25000000E-01   1.00000000E+00   1.00000000E+00   1.00000000E+00   1.00000000E+00
   5.30000000E-01   1.00000000E+00   1.00000000E+00   1.00000000E+00   1.00000000E+00
   5.35000000E-01   1.00000000E+00   1.00000000E+00   1.00000000E+00   1.00000000E+00
   5.40000000E-01   1.00000000E+00   1.00000000E+00   1.00000000E+00   1.00000000E+00
   5.45000000E-01   1.00000000E+00   1.00000000E+00   1.00000000E+00   1.00000000E+00
   5.50000000E-01   1.00000000E+00   1.00000000E+00   1.00000000E+00   1.00000000E+00
   5.55000000E-01   1.00000000E+00   1.00000000E+00   1.00000000E+00   1.00000000E+00
   5.60000000E-01   1.00000000E+00   1.00000000E+00   1.00000000E+00   1.00000000E+00
   5.65000000E-01   1.00000000E+00   1.00000000E+00   1.00000000E+00   1.00000000E+00
   5.70000000E-01   1.00000000E+00   1.00000000E+00   1.00000000E+00   1.00000000E+00
   5.75000000E-01   1.00000000E+00   1.00000000E+00   1.00000000E+00   1.00000000E+00
   5.80000000E-01   1.00000000E+00   1.00000000E+00   1.00000000E+00   1.00000000E+00
   5.85000000E-01   1.00000000E+00   1.00000000E+00   1.00000000E+00   1.00000000E+00
   5.90000000E-01   1.00000000E+00   1.00000000E+00   1.00000000E+00   1.00000000E+00
   5.95000000E-01   1.00000000E+00   1.00000000E+00   1.00000000E+00   1.00000000E+00
   6.00000000E-01   1.00000000E+00   1.00000000E+00   1.00000000E+00   1.00000000E+00
   6.05000000E-01   1.00000000E+00   9.99999999E-01   9.99999999E-01   9.99999999E-01
   6.10000000E-01   1.00000000E+00   9.99999920E-01   9.99999930E-01   9.99999932E-01
   6.15000000E-01   1.00000000E+00   9.99994454E-01   9.99995108E-01   9.99995305E-01
   6.20000000E-01   1.00000000E+00   9.99614460E-01   9.99657538E-01   9.99676697E-01
   6.25000000E-01   1.00000000E+00   9.74624817E-01   9.77172657E-01   9.78721568E-01
   6.30000000E-01   1.00000000E+00   5.58976405E-01   5.73651866E-01   5.85331617E-01
   6.35000000E-01   1.00000000E+00   1.52719982E-01   1.57886901E-01   1.62456183E-01
   6.40000000E-01   1.00000000E+00   3.38685287E-02   3.49978005E-02   3.60881015E-02
   6.45000000E-01   1.00000000E+00   7.17549445E-03   7.39909291E-03   7.63534309E-03
   6.50000000E-01   1.00000000E+00   1.50527244E-03   1.54837270E-03   1.59852821E-03
   6.55000000E-01   1.00000000E+00   3.15100404E-04   3.23298936E-04   3.33892110E-04
   6.60000000E-01   1.00000000E+00   6.59334007E-05   6.74750527E-05   6.97086634E-05
   6.65000000E-01   1.00000000E+00   1.37959093E-05   1.40821068E-05   1.45528179E-05
   6.70000000E-01   1.00000000E+00   2.88673635E-06   2.93903396E-06   3.03822355E-06
   6.75000000E-01   1.00000000E+00   6.04044065E-07   6.13405133E-07   6.34307534E-07
   6.80000000E-01   1.00000000E+00   1.26394313E-07   1.28023050E-07   1.32427877E-07
   6.85000000E-01   1.00000000E+00   2.64473491E-08   2.67192758E-08   2.76474602E-08
   6.90000000E-01   1.00000000E+00   5.53393608E-09   5.57645813E-09   5.77202469E-09
   6.95000000E-01   1.00000000E+00   1.15793871E-09   1.16383540E-09   1.20503637E-09
   7.00000000E-01   0.00000000E+00   2.42291140E-10   2.42898697E-10   2.51577862E-10
   7.05000000E-01   0.00000000E+00   5.06979187E-11   5.06943376E-11   5.25224871E-11
   7.10000000E-01   0.00000000E+00   1.06082330E-11   1.05802043E-11   1.09652495E-11
   7.15000000E-01   0.00000000E+00   2.21970877E-12   2.20815056E-12   2.28924268E-12
   7.20000000E-01   0.00000000E+00   4.64460564E-13   4.60853835E-13   4.77930860E-13
   7.25000000E-01   0.00000000E+00   9.71855284E-14   9.61828491E-14   9.97787879E-14
   7.30000000E-01   0.00000000E+00   2.03354749E-14   2.00739127E-14   2.08310580E-14
   7.35000000E-01   0.00000000E+00   4.25507324E-15   4.18954088E-15   4.34895016E-15
   7.40000000E-01   0.00000000E+00   8.90347981E-16   8.74381279E-16   9.07940831E-16
   7.45000000E-01   0.00000000E+00   1.86299860E-16   1.82488408E-16   1.89553006E-16
   7.50000000E-01   0.00000000E+00   3.89821048E-17   3.80863817E-17   3.95734406E-17
   7.55000000E-01   0.00000000E+00   8.15676665E-18   7.94884718E-18   8.26184312E-18
   7.60000000E-01   0.00000000E+00   1.70675345E-18   1.65897017E-18   1.72484500E-18
   7.65000000E-01   0.00000000E+00   3.57127701E-19   3.46236624E-19   3.60100069E-19
   7.70000000E-01   0.00000000E+00   7.47267832E-20   7.22615765E-20   7.51789635E-20
   7.75000000E-01   0.00000000E+00   1.56361215E-20   1.50814070E-20   1.56952943E-20
   7.80000000E-01   0.00000000E+00   3.27176262E-21   3.14757646E-21   3.27674460E-21
   7.85000000E-01   0.00000000E+00   6.84596282E-22   6.56917327E-22   6.84093906E-22
   7.90000000E-01   0.00000000E+00   1.43247577E-22   1.37102428E-22   1.42819942E-22
   7.95000000E-01   0.00000000E+00   2.99736779E-23   2.86140660E-23   2.98168652E-23
   8.00000000E-01   0.00000000E+00   6.27180845E-24   5.97192029E-24   6.22493916E-24
   8.05000000E-01   0.00000000E+00   1.31233749E-24   1.24637414E-24   1.29959562E-24
   8.10000000E-01   0.00000000E+00   2.74598579E-25   2.60125459E-25   2.71319726E-25
   8.15000000E-01   0.00000000E+00   5.74580701E-26   5.42896807E-26   5.66440764E-26
   8.20000000E-01   0.00000000E+00   1.20227491E-26   1.13305689E-26   1.18257210E-26
   8.25000000E-01   0.00000000E+00   2.51568659E-27   2.36475495E-27   2.46888442E-27
   8.30000000E-01   0.00000000E+00   5.26392005E-28   4.93537972E-28   5.15434980E-28
   8.35000000E-01   0.00000000E+00   1.10144302E-28   1.03004216E-28   1.07608609E-28
   8.40000000E-01   0.00000000E+00   2.30470203E-29   2.14975728E-29   2.24657100E-29
   8.45000000E-01   0.00000000E+00   4.82244778E-30   4.48666721E-30   4.69022068E-30
   8.50000000E-01   0.00000000E+00   1.00906765E-30   9.36393275E-31   9.79188732E-31
   8.55000000E-01   0.00000000E+00   2.11141223E-31   1.95430667E-31   2.04427603E-31
   8.60000000E-01   0.00000000E+00   4.41800072E-32   4.07875053E-32   4.26788459E-32
   8.65000000E-01   0.00000000E+00   9.24439582E-33   8.51258715E-33   8.91016602E-33
   8.70000000E-01   0.00000000E+00   1.93433318E-33   1.77662594E-33   1.86019694E-33
   8.75000000E-01   0.00000000E+00   4.04747367E-34   3.70792062E-34   3.88357821E-34
   8.80000000E-01   0.00000000E+00   8.46909066E-35   7.73864379E-35   8.10784029E-35
   8.85000000E-01   0.00000000E+00   1.77210533E-35   1.61509951E-35   1.69269345E-35
   8.90000000E-01   0.00000000E+00   3.70802182E-36   3.37080565E-36   3.53387712E-36
   8.95000000E-01   0.00000000E+00   7.75880847E-37   7.03506544E-37   7.37776086E-37
   9.00000000E-01   0.00000000E+00   1.62348313E-37   1.46825866E-37   1.54027300E-37
   9.05000000E-01   0.00000000E+00   3.39703898E-38   3.06434034E-38   3.21566526E-38
   9.10000000E-01   0.00000000E+00   7.10809593E-39   6.39545469E-39   6.71342224E-39
   9.15000000E-01   0.00000000E+00   1.48732552E-39   1.33476821E-39   1.40157742E-39
   9.20000000E-01   0.00000000E+00   3.11213752E-40   2.78573810E-40   2.92610713E-40
   9.25000000E-01   0.00000000E+00   6.51195708E-41   5.81399577E-41   6.10890472E-41
   9.30000000E-01   0.00000000E+00   1.36258712E-41   1.21341439E-41   1.27537083E-41
   9.35000000E-01   0.00000000E+00   2.85113006E-42   2.53246568E-42   2.66262258E-42
   9.40000000E-01   0.00000000E+00   5.96581496E-43   5.28540166E-43   5.55882165E-43
   9.45000000E-01   0.00000000E+00   1.24831023E-43   1.10309375E-43   1.16052866E-43
   9.50000000E-01   0.00000000E+00   2.61201266E-44   2.30222017E-44   2.42286379E-44
   9.55000000E-01   0.00000000E+00   5.46547646E-45   4.80486602E-45   5.05827142E-45
   9.60000000E-01   0.00000000E+00   1.14361746E-45   1.00280320E-45   1.05602758E-45
   9.65000000E-01   0.00000000E+00   2.39294947E-46   2.09290800E-46   2.20469435E-46
   9.70000000E-01   0.00000000E+00   5.00710014E-47   4.36801949E-47   4.60279379E-47
   9.75000000E-01   0.00000000E+00   1.04770503E-47   9.11630813E-48   9.60936408E-48
   9.80000000E-01   0.00000000E+00   2.19225857E-48   1.90262599E-48   2.00617021E-48
   9.85000000E-01   0.00000000E+00   4.58716674E-49   3.97088996E-49   4.18833014E-49
   9.90000000E-01   0.00000000E+00   9.59836534E-50   8.28747594E-50   8.74407828E-50
   9.95000000E-01   0.00000000E+00   2.00839914E-50   1.72964394E-50   1.82552240E-50
   1.00000000E+00   0.00000000E+00   4.20245214E-51   3.60986647E-51   3.81118733E-51
