phi,S_L_m_per_s
0.7,0.2592572232672017
0.7999999999999999,0.356982708520623
0.8999999999999999,0.43762491760303124
0.9999999999999999,0.49167503602047796
1.0999999999999999,0.5088275637883205
1.1999999999999997,0.4739993880319436
