       x       pressure        density       velocity
  0.9137500E+01  0.1000000E+04  0.1000000E-01  0.0000000E+00
  0.9162500E+01  0.1000000E+04  0.1000000E-01  0.0000000E+00
  0.9187500E+01  0.1000000E+04  0.1000000E-01  0.0000000E+00
  0.9212500E+01  0.1000000E+04  0.1000000E-01  0.0000000E+00
  0.9237500E+01  0.1000000E+04  0.1000000E-01  0.0000000E+00
  0.9262500E+01  0.1000000E+04  0.1000000E-01  0.0000000E+00
  0.9287500E+01  0.1000000E+04  0.1000000E-01  0.0000000E+00
  0.9312500E+01  0.1000000E+04  0.1000000E-01  0.0000000E+00
  0.9337500E+01  0.1000000E+04  0.1000000E-01  0.0000000E+00
  0.9362500E+01  0.1000000E+04  0.1000000E-01  0.0000000E+00
  0.9387500E+01  0.1000000E+04  0.1000000E-01  0.0000000E+00
  0.9412500E+01  0.1000000E+04  0.1000000E-01  0.0000000E+00
  0.9437500E+01  0.1000000E+04  0.1000000E-01  0.0000000E+00
  0.9462500E+01  0.1000000E+04  0.1000000E-01  0.0000000E+00
  0.9487500E+01  0.1000000E+04  0.1000000E-01  0.0000000E+00
  0.9512500E+01  0.1000000E+04  0.1000000E-01  0.0000000E+00
  0.9537500E+01  0.1000000E+04  0.1000000E-01  0.0000000E+00
  0.9562500E+01  0.1000000E+04  0.1000000E-01  0.0000000E+00
  0.9587500E+01  0.1000000E+04  0.1000000E-01  0.0000000E+00
  0.9612500E+01  0.1000000E+04  0.1000000E-01  0.0000000E+00
  0.9637500E+01  0.1000000E+04  0.1000000E-01  0.0000000E+00
  0.9662500E+01  0.1000000E+04  0.1000000E-01  0.0000000E+00
  0.9687500E+01  0.1000000E+04  0.1000000E-01  0.0000000E+00
  0.9712500E+01  0.1000000E+04  0.1000000E-01  0.0000000E+00
  0.9737500E+01  0.1000000E+04  0.1000000E-01  0.0000000E+00
  0.9762500E+01  0.1000000E+04  0.1000000E-01  0.0000000E+00
  0.9787500E+01  0.1000000E+04  0.1000000E-01  0.0000000E+00
  0.9812500E+01  0.1000000E+04  0.1000000E-01  0.0000000E+00
  0.9837500E+01  0.1000000E+04  0.1000000E-01  0.0000000E+00
  0.9862500E+01  0.1000000E+04  0.1000000E-01  0.0000000E+00
  0.9887500E+01  0.1000000E+04  0.1000000E-01  0.0000000E+00
  0.9912500E+01  0.1000000E+04  0.1000000E-01  0.0000000E+00
  0.9937500E+01  0.1000000E+04  0.1000000E-01  0.0000000E+00
  0.9962500E+01  0.1000000E+04  0.1000000E-01  0.0000000E+00
  0.9987500E+01  0.1000000E+04  0.1000000E-01  0.0000000E+00
